ipv,ips,iaa,ieg,no_av,ida,defasagem,media
7.8,7.5,7.9,8.4,2.0,6.3,1,5.8428571428571425
7.9,7.5,9.0,8.6,2.0,7.3,1,6.185714285714285
8.8,6.9,9.5,9.3,2.0,8.5,0,6.428571428571429
4.3,5.6,10.0,5.4,2.0,2.0,1,4.328571428571428
7.6,6.3,8.5,9.6,3.0,6.3,0,5.8999999999999995
6.3,6.3,9.5,10.0,3.0,7.0,0,6.014285714285714
7.1,6.3,8.0,9.8,3.0,6.8,1,6.0
7.0,6.3,8.5,7.5,3.0,7.5,1,5.828571428571428
7.0,5.6,8.5,9.6,3.0,5.3,1,5.714285714285714
6.4,7.5,8.5,8.3,3.0,7.8,1,6.071428571428571
4.7,7.5,8.0,4.8,3.0,4.5,1,4.785714285714286
8.3,7.5,8.0,9.3,3.0,8.0,0,6.3
7.9,7.5,9.0,9.8,3.0,8.5,0,6.528571428571429
8.1,6.3,10.0,8.5,3.0,8.5,0,6.3428571428571425
6.5,7.5,9.0,9.3,3.0,9.0,1,6.471428571428571
7.4,7.5,8.5,8.7,3.0,7.5,0,6.0857142857142845
7.9,7.5,9.5,9.3,3.0,8.0,0,6.457142857142857
7.2,7.5,9.0,9.8,3.0,7.0,1,6.357142857142857
6.8,7.5,8.5,9.1,3.0,8.3,1,6.314285714285715
7.2,7.5,8.0,9.3,3.0,6.5,0,5.928571428571429
4.5,6.3,7.9,4.0,3.0,0.0,1,3.8142857142857145
6.6,7.5,10.0,8.0,3.0,8.3,1,6.342857142857143
7.4,6.9,10.0,7.3,3.0,7.3,1,6.128571428571428
8.8,7.5,8.5,10.0,3.0,7.5,0,6.471428571428571
6.6,5.6,7.5,8.6,3.0,6.5,1,5.542857142857143
4.2,5.0,9.0,6.4,3.0,3.5,1,4.585714285714286
6.6,5.0,0.0,4.6,3.0,6.8,1,3.857142857142857
8.2,7.5,9.0,9.6,3.0,8.0,1,6.614285714285714
4.2,5.0,8.4,5.3,3.0,3.8,1,4.385714285714286
5.4,6.3,7.9,5.5,3.0,4.5,1,4.8
6.8,7.5,7.4,8.0,3.0,6.0,1,5.671428571428572
7.2,7.5,9.0,6.8,3.0,7.5,1,6.0
7.7,7.5,9.5,7.5,4.0,4.8,1,6.0
6.5,7.5,8.5,5.3,4.0,5.8,1,5.514285714285714
9.1,7.5,10.0,10.0,4.0,9.3,1,7.271428571428572
6.3,7.5,9.5,6.4,4.0,2.8,1,5.357142857142857
6.9,7.5,9.0,8.9,4.0,7.3,1,6.371428571428571
5.9,7.5,9.0,6.8,4.0,7.0,1,5.885714285714286
5.8,7.5,9.5,5.8,4.0,2.8,1,5.2
5.8,7.5,9.0,5.5,4.0,5.8,1,5.514285714285714
6.7,7.5,9.5,8.0,4.0,4.5,1,5.885714285714286
8.7,7.5,9.5,10.0,4.0,8.0,1,6.957142857142857
8.5,6.3,5.8,9.1,4.0,8.3,1,6.142857142857143
6.7,7.5,10.0,7.3,4.0,6.5,1,6.142857142857143
5.9,7.5,10.0,5.8,4.0,5.5,1,5.671428571428572
5.3,5.0,10.0,8.1,2.0,2.3,1,4.814285714285714
8.6,7.5,8.0,10.0,2.0,8.8,0,6.4142857142857155
8.0,7.5,9.5,10.0,2.0,7.8,1,6.542857142857143
8.3,7.5,10.0,6.0,2.0,6.0,1,5.828571428571428
8.1,7.5,8.5,9.0,2.0,3.8,0,5.557142857142857
6.5,5.6,7.9,6.0,2.0,0.0,1,4.142857142857143
8.3,7.5,10.0,9.0,2.0,8.5,1,6.614285714285714
8.4,7.5,9.5,10.0,2.0,8.8,1,6.742857142857143
8.3,7.5,0.0,6.9,2.0,5.8,1,4.500000000000001
8.2,6.3,10.0,9.5,2.0,7.8,1,6.3999999999999995
8.6,7.5,10.0,8.3,2.0,6.8,1,6.314285714285715
8.1,6.9,9.2,8.1,2.0,7.8,1,6.157142857142857
8.3,7.5,9.5,9.3,2.0,7.0,1,6.371428571428572
8.3,7.5,9.5,6.9,2.0,3.0,0,5.314285714285715
5.3,7.5,0.0,8.1,2.0,3.0,1,3.8428571428571425
5.7,7.5,9.0,7.4,2.0,6.3,1,5.557142857142857
8.6,6.3,10.0,10.0,2.0,6.8,1,6.385714285714285
8.1,7.5,9.0,9.0,2.0,5.3,0,5.8428571428571425
8.3,7.5,8.5,9.3,2.0,8.3,1,6.4142857142857155
8.1,7.5,8.5,8.9,2.0,8.0,1,6.285714285714286
7.3,5.6,9.0,7.6,2.0,6.8,1,5.614285714285714
8.2,5.6,9.5,10.0,2.0,6.0,1,6.042857142857143
8.2,6.3,10.0,10.0,2.0,8.0,1,6.5
8.1,5.6,8.0,9.0,2.0,7.3,1,5.857142857142857
8.1,7.5,9.5,8.9,2.0,7.8,1,6.3999999999999995
8.1,7.5,8.5,10.0,2.0,6.3,1,6.2
8.1,7.5,9.5,9.0,2.0,8.3,1,6.485714285714287
8.6,7.5,10.0,10.0,2.0,8.0,0,6.585714285714286
8.1,7.5,9.5,7.9,2.0,7.8,0,6.114285714285714
8.1,6.3,9.5,9.8,2.0,9.5,1,6.6000000000000005
9.1,7.5,9.0,7.7,2.0,8.0,1,6.328571428571429
8.5,7.5,10.0,10.0,2.0,9.5,1,6.928571428571429
8.5,7.5,8.5,9.1,2.0,8.8,1,6.485714285714287
9.8,6.3,8.5,8.0,2.0,9.0,1,6.371428571428572
9.8,6.3,10.0,10.0,2.0,10.0,0,6.871428571428572
5.2,6.3,9.0,8.9,2.0,5.5,1,5.414285714285714
6.2,7.5,9.5,7.8,2.0,7.5,0,5.785714285714286
9.1,7.5,10.0,10.0,2.0,9.8,1,7.057142857142858
7.2,7.5,7.4,8.7,2.0,8.0,1,5.971428571428571
7.9,7.5,8.5,9.3,2.0,8.0,1,6.314285714285715
9.2,7.5,10.0,9.0,2.0,7.0,1,6.528571428571429
9.3,7.5,7.5,10.0,2.0,8.5,1,6.542857142857143
8.2,7.5,9.0,9.5,2.0,4.5,1,5.957142857142857
9.0,7.5,9.5,9.1,2.0,8.5,0,6.514285714285714
5.7,7.5,8.0,8.7,2.0,7.3,1,5.742857142857142
7.4,6.3,6.9,7.5,2.0,6.8,1,5.414285714285714
7.4,7.5,8.5,5.3,2.0,6.0,1,5.385714285714286
7.1,6.9,9.5,6.0,2.0,3.3,1,5.114285714285714
9.2,6.3,9.5,9.5,2.0,8.5,0,6.428571428571429
7.5,5.6,9.0,8.9,2.0,5.0,1,5.571428571428571
7.8,6.3,9.0,6.9,2.0,8.5,0,5.785714285714286
7.8,6.3,9.5,8.9,2.0,7.8,0,6.042857142857143
7.1,7.5,8.5,5.3,2.0,3.3,1,4.957142857142857
7.8,6.3,9.0,9.5,2.0,7.8,0,6.057142857142857
6.8,6.3,9.0,8.9,2.0,5.3,1,5.614285714285714
7.9,7.5,7.5,9.3,2.0,7.8,1,6.142857142857143
7.5,7.5,9.5,9.5,2.0,7.3,1,6.328571428571428
7.1,6.3,8.0,6.7,2.0,0.0,0,4.3
7.5,6.3,9.0,8.0,2.0,5.5,1,5.614285714285714
7.8,7.5,9.5,9.7,2.0,5.3,1,6.114285714285714
7.4,7.5,9.0,9.1,4.0,6.3,0,6.185714285714285
6.8,7.5,10.0,8.4,4.0,8.3,0,6.428571428571429
7.3,7.5,9.0,9.5,4.0,6.0,1,6.328571428571428
6.6,5.6,9.0,9.3,4.0,2.3,1,5.3999999999999995
7.6,6.3,8.5,10.0,4.0,7.5,0,6.271428571428571
6.8,6.3,10.0,9.3,4.0,8.5,0,6.4142857142857155
7.8,5.6,7.5,9.5,4.0,9.0,1,6.3428571428571425
7.8,7.5,9.0,9.1,4.0,7.5,0,6.414285714285714
8.0,7.5,9.5,10.0,4.0,7.8,1,6.828571428571428
6.7,4.4,8.5,9.5,4.0,6.0,1,5.728571428571429
6.9,7.5,8.5,6.9,4.0,6.8,1,5.942857142857142
7.1,7.5,9.0,7.9,4.0,7.0,0,6.071428571428571
7.9,7.5,9.0,10.0,4.0,8.8,0,6.742857142857143
8.0,7.5,7.5,9.8,4.0,7.5,0,6.328571428571428
6.5,6.3,9.5,7.9,4.0,6.0,0,5.742857142857143
7.2,7.5,9.5,8.3,4.0,7.3,1,6.3999999999999995
7.0,7.5,7.4,8.3,4.0,6.8,1,6.0
5.7,7.5,9.0,5.8,4.0,8.0,1,5.857142857142857
7.5,7.5,9.5,8.6,4.0,3.5,0,5.8
8.0,7.5,9.5,9.8,4.0,7.0,0,6.542857142857143
7.8,7.5,10.0,8.8,4.0,6.0,1,6.442857142857143
5.0,7.5,9.5,3.6,4.0,4.8,1,5.057142857142857
7.7,7.5,9.0,8.8,4.0,7.8,1,6.542857142857143
7.3,5.0,8.0,9.0,3.0,6.3,0,5.514285714285713
6.7,7.5,8.5,5.9,3.0,4.3,0,5.128571428571428
7.6,3.8,7.5,8.5,3.0,6.0,1,5.3428571428571425
8.3,6.3,8.5,6.8,3.0,6.3,0,5.6000000000000005
6.9,10.0,7.5,7.6,3.0,3.8,1,5.685714285714285
6.6,5.6,0.0,6.6,3.0,3.0,1,3.6857142857142855
7.3,6.9,9.0,8.3,3.0,4.5,0,5.571428571428571
8.2,7.5,9.0,10.0,3.0,7.8,0,6.5
7.7,6.3,8.5,7.8,3.0,6.5,1,5.828571428571428
8.3,7.5,8.0,5.9,3.0,7.8,0,5.785714285714286
7.8,7.5,8.0,7.8,3.0,3.5,1,5.514285714285714
4.9,4.4,7.0,6.6,3.0,4.3,1,4.457142857142857
7.9,7.5,9.5,9.5,3.0,7.8,0,6.457142857142856
5.7,7.5,7.9,7.8,3.0,4.0,0,5.128571428571429
8.1,6.3,8.5,5.6,3.0,5.3,1,5.3999999999999995
3.5,5.6,7.5,6.1,3.0,1.0,1,3.9571428571428577
7.7,7.5,3.5,8.0,3.0,2.8,1,4.785714285714286
9.5,8.1,9.5,10.0,3.0,7.5,0,6.8
8.0,7.5,7.4,7.8,3.0,5.3,0,5.571428571428571
5.2,7.5,8.8,7.3,3.0,3.3,1,5.1571428571428575
8.2,7.5,7.5,8.1,3.0,7.5,0,5.971428571428571
7.2,7.5,7.5,9.0,3.0,5.3,1,5.785714285714286
8.4,7.5,9.5,10.0,3.0,5.3,0,6.242857142857142
9.6,9.4,9.5,9.5,3.0,9.5,0,7.214285714285714
7.5,6.9,8.0,8.8,3.0,7.3,0,5.928571428571429
7.4,7.5,6.3,8.1,3.0,5.0,0,5.328571428571428
7.3,7.5,8.0,8.3,3.0,3.8,1,5.557142857142857
6.3,7.5,9.5,7.5,3.0,3.3,0,5.299999999999999
7.4,6.3,9.5,7.8,3.0,5.0,0,5.571428571428571
7.5,7.5,8.5,9.0,3.0,4.8,0,5.757142857142857
6.0,4.4,9.0,7.6,3.0,3.0,0,4.714285714285714
7.3,7.5,10.0,9.3,3.0,2.8,1,5.8428571428571425
7.1,7.5,8.5,10.0,3.0,6.5,1,6.228571428571429
8.1,7.5,8.5,9.7,3.0,10.0,0,6.685714285714285
7.6,7.5,8.0,7.8,3.0,6.3,1,5.885714285714286
8.0,7.5,7.5,9.2,3.0,7.3,0,6.071428571428571
7.6,4.4,7.4,8.3,3.0,8.0,0,5.528571428571429
7.8,7.5,7.4,8.8,3.0,5.8,1,5.8999999999999995
7.9,7.5,8.0,9.5,3.0,9.0,0,6.414285714285714
8.2,7.5,7.0,8.0,3.0,8.8,0,6.071428571428571
8.1,7.5,10.0,7.4,3.0,7.5,0,6.214285714285714
8.8,3.8,9.0,9.8,3.0,8.0,0,6.057142857142858
8.3,7.5,9.0,9.0,3.0,9.3,0,6.5857142857142845
7.4,7.5,8.5,9.0,3.0,7.0,0,6.057142857142857
7.4,7.5,9.0,10.0,3.0,6.0,0,6.128571428571428
8.2,7.5,8.5,9.4,3.0,4.8,1,6.057142857142857
5.4,6.3,8.0,6.4,4.0,5.0,1,5.1571428571428575
7.2,7.5,10.0,7.2,4.0,7.5,1,6.3428571428571425
6.5,5.6,9.2,8.2,4.0,6.8,1,5.8999999999999995
8.1,7.5,8.5,10.0,4.0,8.8,0,6.700000000000001
7.6,6.9,7.5,9.8,4.0,6.8,0,6.0857142857142845
5.9,6.3,10.0,7.2,4.0,5.8,1,5.742857142857142
5.8,4.4,7.0,8.7,4.0,5.3,1,5.171428571428571
4.8,4.4,9.5,4.2,4.0,2.5,1,4.3428571428571425
7.0,6.3,0.0,7.1,4.0,3.3,0,3.957142857142857
6.4,4.4,7.9,7.7,4.0,6.5,1,5.4142857142857155
7.2,7.5,7.5,9.5,4.0,7.0,0,6.1000000000000005
6.8,7.5,9.5,7.3,4.0,6.3,1,6.057142857142857
8.8,8.1,9.0,9.5,4.0,8.3,0,6.814285714285715
6.4,5.6,9.5,8.4,4.0,5.3,1,5.742857142857142
7.7,6.3,8.0,9.8,4.0,8.0,1,6.3999999999999995
6.0,5.6,7.5,6.0,4.0,6.8,1,5.271428571428571
7.5,7.5,8.5,7.8,4.0,7.3,0,6.0857142857142845
6.4,5.6,8.0,8.0,4.0,6.8,1,5.685714285714285
6.8,7.5,8.0,7.5,4.0,6.8,0,5.799999999999999
7.0,6.3,0.0,6.9,4.0,4.0,1,4.171428571428572
8.0,6.9,8.5,8.7,4.0,9.3,0,6.485714285714285
6.3,5.6,8.0,8.0,4.0,7.5,0,5.628571428571428
7.7,7.5,10.0,9.1,4.0,7.0,0,6.471428571428571
8.5,7.5,8.5,10.0,4.0,9.3,0,6.828571428571428
6.5,5.6,8.5,5.8,4.0,8.0,1,5.628571428571429
7.2,7.5,9.0,8.9,4.0,9.3,1,6.700000000000001
6.2,5.6,7.4,8.2,4.0,8.8,1,5.885714285714286
5.8,7.5,10.0,6.3,4.0,3.3,1,5.414285714285714
8.7,6.9,8.0,7.2,3.0,9.5,0,6.185714285714285
7.4,7.5,9.0,10.0,3.0,8.5,0,6.485714285714286
6.4,7.5,10.0,6.6,3.0,6.3,0,5.685714285714285
4.7,3.8,9.0,5.3,3.0,2.8,0,4.085714285714286
7.3,7.5,8.0,7.5,3.0,8.5,0,5.971428571428571
7.0,7.5,9.0,8.1,3.0,5.0,0,5.6571428571428575
6.8,7.5,8.0,9.7,3.0,7.3,1,6.185714285714285
8.2,6.3,9.0,10.0,3.0,8.5,0,6.428571428571429
7.9,5.6,10.0,9.5,3.0,9.5,0,6.5
7.3,7.5,9.5,8.5,3.0,8.3,1,6.442857142857142
7.3,7.5,8.5,7.4,3.0,8.0,0,5.957142857142857
7.8,7.5,9.0,7.1,4.0,6.3,0,5.957142857142856
8.8,5.6,9.5,10.0,4.0,8.5,0,6.628571428571428
7.9,5.0,10.0,9.8,4.0,7.3,0,6.285714285714286
6.3,7.5,8.0,8.0,4.0,5.0,0,5.542857142857143
5.8,6.3,10.0,6.4,4.0,3.8,1,5.328571428571428
7.7,7.5,10.0,8.1,4.0,7.0,0,6.328571428571428
6.5,6.3,7.4,7.9,4.0,7.5,1,5.8
7.1,6.3,8.0,6.7,4.0,4.3,0,5.199999999999998
9.2,9.4,9.5,9.8,4.0,8.0,0,7.128571428571429
6.0,7.5,8.5,6.2,4.0,4.3,0,5.214285714285714
7.0,7.5,8.5,8.9,4.0,5.5,1,6.057142857142857
7.9,7.5,9.2,8.7,4.0,8.3,1,6.657142857142857
7.2,7.5,8.5,7.5,4.0,7.0,0,5.957142857142857
6.8,7.5,8.5,8.8,4.0,4.8,1,5.914285714285714
6.9,7.5,8.5,5.0,4.0,0.0,1,4.7
5.7,7.5,9.5,7.9,4.0,6.5,0,5.871428571428572
7.9,6.3,9.0,10.0,3.0,7.0,1,6.314285714285715
7.4,5.6,9.0,7.7,3.0,5.0,1,5.528571428571429
7.1,6.3,8.0,5.4,3.0,5.8,0,5.0857142857142845
6.9,7.5,9.0,9.3,3.0,6.0,0,5.957142857142857
7.2,7.5,8.0,8.2,3.0,4.0,0,5.414285714285714
7.8,6.3,10.0,9.6,3.0,8.3,1,6.571428571428571
6.7,7.5,8.0,7.1,3.0,3.5,0,5.114285714285714
5.7,6.3,9.0,5.8,3.0,5.0,1,5.114285714285714
7.2,7.5,8.0,8.0,3.0,7.5,0,5.885714285714286
6.9,5.6,8.5,7.1,3.0,6.5,1,5.514285714285714
6.3,6.3,8.5,9.6,3.0,7.8,1,6.071428571428571
7.8,7.5,9.0,6.3,3.0,6.5,0,5.728571428571429
7.4,6.3,9.5,8.4,3.0,7.3,0,5.985714285714286
7.7,7.5,0.0,8.5,3.0,5.8,0,4.642857142857143
8.5,7.5,8.0,8.8,3.0,8.0,0,6.257142857142857
8.7,6.3,8.0,9.1,3.0,8.8,0,6.271428571428572
9.4,5.6,8.0,9.8,3.0,8.8,0,6.371428571428571
9.2,6.3,8.0,10.0,3.0,7.5,0,6.285714285714286
9.4,6.3,8.0,9.5,3.0,9.8,0,6.571428571428571
6.2,6.3,9.6,6.0,3.0,3.3,0,4.914285714285714
8.0,6.3,8.5,8.9,3.0,7.3,0,6.0
5.9,7.5,8.5,7.8,3.0,4.0,1,5.385714285714286
5.4,5.6,8.3,5.1,3.0,4.8,1,4.742857142857142
5.8,7.5,8.0,4.3,3.0,6.3,0,4.985714285714286
8.7,6.3,8.5,10.0,3.0,8.5,0,6.428571428571429
5.8,7.5,0.0,6.8,3.0,4.3,0,3.9142857142857146
8.2,7.5,9.0,8.3,3.0,8.3,0,6.328571428571428
5.6,6.9,8.5,7.6,3.0,3.3,0,4.985714285714286
6.1,6.3,6.9,5.8,3.0,7.0,0,5.014285714285713
6.8,7.5,9.0,5.7,3.0,4.3,0,5.185714285714285
7.0,7.5,0.0,5.0,3.0,2.0,0,3.5
6.3,7.5,8.5,7.8,3.0,7.0,1,5.871428571428572
7.1,6.9,8.4,9.3,3.0,6.5,0,5.885714285714286
7.8,6.3,8.4,9.5,3.0,5.8,0,5.828571428571428
7.6,6.9,9.5,8.3,3.0,3.5,0,5.542857142857143
7.7,7.5,8.0,8.8,3.0,4.5,0,5.642857142857143
6.1,7.5,5.3,9.8,3.0,7.8,1,5.785714285714286
7.7,7.5,9.0,6.8,3.0,5.8,0,5.685714285714285
7.5,7.5,9.5,10.0,3.0,5.0,0,6.071428571428571
8.3,7.5,8.0,7.9,3.0,6.0,0,5.814285714285715
8.8,7.5,9.5,9.7,3.0,8.5,0,6.714285714285714
8.8,6.3,9.5,8.8,3.0,9.3,0,6.528571428571429
7.4,7.5,8.0,7.6,3.0,5.3,1,5.685714285714285
8.5,7.5,8.0,9.8,3.0,7.3,0,6.299999999999999
5.1,6.9,9.0,3.1,3.0,4.3,0,4.485714285714286
7.3,7.5,8.5,8.2,3.0,5.3,1,5.828571428571428
6.7,7.5,9.2,4.8,3.0,7.3,1,5.642857142857143
5.6,7.5,8.0,4.9,3.0,5.3,0,4.8999999999999995
7.4,7.5,6.8,6.1,3.0,7.0,0,5.3999999999999995
7.7,7.5,7.5,10.0,3.0,2.8,1,5.642857142857143
7.1,7.5,7.4,9.1,3.0,7.5,0,5.942857142857143
7.8,7.5,7.5,6.2,3.0,7.8,0,5.685714285714285
7.7,7.5,8.0,6.9,3.0,5.5,0,5.514285714285714
8.8,7.5,7.0,9.8,3.0,9.3,0,6.485714285714287
6.9,5.6,7.5,4.6,3.0,6.8,1,5.057142857142857
5.9,7.5,8.5,5.7,3.0,5.0,0,5.0857142857142845
6.9,7.5,9.5,7.5,3.0,3.8,1,5.6
5.8,7.5,9.0,6.9,3.0,4.5,1,5.385714285714286
7.6,7.5,7.4,8.4,3.0,5.3,0,5.6
8.7,7.5,9.5,9.1,3.0,9.5,0,6.757142857142857
2.9,7.5,6.8,3.5,3.0,4.8,1,4.214285714285714
7.5,7.5,7.9,9.1,3.0,5.3,0,5.757142857142857
7.9,7.5,8.0,8.4,3.0,3.5,0,5.471428571428571
6.7,7.5,7.5,7.0,3.0,8.8,0,5.785714285714286
3.8,7.5,6.9,4.4,3.0,5.0,1,4.514285714285714
3.0,7.5,8.0,4.2,3.0,4.5,1,4.457142857142857
8.2,7.5,7.5,7.2,3.0,9.3,0,6.1000000000000005
7.4,7.5,8.5,6.5,3.0,7.5,0,5.771428571428571
9.0,7.5,10.0,9.8,3.0,10.0,0,7.042857142857143
8.9,7.5,9.5,10.0,3.0,9.0,0,6.8428571428571425
8.6,7.5,10.0,9.3,3.0,8.8,0,6.742857142857143
5.6,7.5,9.5,7.5,3.0,5.8,1,5.7
6.9,7.5,7.5,6.8,3.0,6.8,1,5.642857142857143
7.7,6.3,8.0,8.5,3.0,4.0,1,5.5
7.6,7.5,9.5,10.0,3.0,5.5,0,6.1571428571428575
6.3,7.5,7.5,7.5,3.0,6.3,1,5.585714285714286
7.8,7.5,9.0,10.0,3.0,9.0,1,6.757142857142857
7.2,7.5,8.5,7.5,3.0,3.8,1,5.5
7.3,7.5,9.0,8.0,3.0,5.5,0,5.757142857142857
7.3,7.5,10.0,9.5,3.0,6.0,0,6.185714285714285
7.5,7.5,9.0,8.7,3.0,8.0,0,6.242857142857143
6.7,6.3,6.4,6.7,3.0,3.5,1,4.799999999999999
7.9,7.5,9.0,9.3,3.0,8.0,0,6.385714285714286
8.5,7.5,10.0,7.8,3.0,9.0,0,6.542857142857143
5.8,7.5,9.2,6.4,4.0,6.5,0,5.628571428571428
8.9,8.8,7.5,7.3,4.0,6.3,0,6.114285714285714
3.1,2.5,8.3,3.9,4.0,0.0,0,3.1142857142857143
6.2,6.3,10.0,5.3,4.0,5.7,0,5.357142857142857
7.5,9.4,9.6,5.4,4.0,4.7,0,5.8
6.8,9.4,9.6,5.2,4.0,3.2,1,5.6000000000000005
6.7,9.4,9.2,4.3,4.0,4.7,1,5.614285714285715
6.6,9.4,7.1,5.7,4.0,1.8,1,5.0857142857142845
7.5,9.4,9.6,8.1,4.0,6.5,0,6.442857142857143
9.2,9.4,9.2,9.4,4.0,9.7,0,7.271428571428572
6.5,8.1,8.3,7.8,4.0,6.3,0,5.857142857142857
7.5,5.6,8.8,7.7,4.0,3.7,0,5.328571428571428
7.5,8.8,9.6,5.6,4.0,4.8,0,5.757142857142857
7.3,8.8,9.2,5.5,4.0,6.2,0,5.857142857142857
8.3,2.5,10.0,9.1,4.0,6.2,0,5.728571428571429
5.5,8.1,5.8,3.8,4.0,4.7,0,4.557142857142857
6.6,8.8,7.9,8.4,4.0,2.7,0,5.485714285714287
6.7,10.0,10.0,8.9,4.0,3.2,0,6.114285714285715
7.3,8.8,8.3,9.1,4.0,3.8,1,6.042857142857143
7.5,8.8,8.8,5.6,4.0,8.2,0,6.128571428571429
5.5,2.5,7.5,6.2,4.0,3.2,1,4.271428571428571
7.4,8.1,8.3,9.1,4.0,5.5,0,6.057142857142857
4.2,2.5,7.5,4.5,4.0,6.3,0,4.142857142857143
5.6,8.8,8.8,7.7,4.0,3.5,1,5.628571428571429
7.1,9.4,8.8,10.0,4.0,7.0,0,6.614285714285714
9.1,8.8,9.2,9.9,4.0,8.5,0,7.071428571428571
8.5,8.1,10.0,8.8,4.0,7.7,0,6.7285714285714295
7.3,4.4,9.2,9.8,4.0,6.7,0,5.9142857142857155
8.8,8.8,6.7,9.3,4.0,8.2,0,6.542857142857143
6.9,7.5,7.9,2.8,4.0,4.0,1,4.871428571428572
5.5,8.8,8.8,6.1,4.0,3.2,1,5.342857142857143
9.5,2.5,9.2,9.9,3.0,9.7,0,6.257142857142857
6.1,2.5,7.5,5.3,3.0,5.0,0,4.2
7.6,7.5,9.2,9.9,3.0,7.0,0,6.314285714285714
7.6,5.6,7.9,8.3,3.0,7.0,0,5.628571428571429
6.9,2.5,8.3,6.8,3.0,4.0,0,4.500000000000001
5.9,6.9,10.0,5.0,3.0,2.0,1,4.828571428571428
7.5,9.4,8.8,6.5,3.0,4.5,0,5.671428571428572
7.4,2.5,7.1,5.1,3.0,8.7,0,4.828571428571428
9.5,2.5,10.0,10.0,3.0,9.8,0,6.3999999999999995
7.5,8.1,9.6,9.4,3.0,7.3,1,6.557142857142857
6.9,7.5,9.2,5.8,3.0,6.7,0,5.585714285714287
7.6,2.5,10.0,10.0,3.0,8.8,0,5.985714285714287
7.1,7.5,9.6,6.0,3.0,5.0,0,5.457142857142857
5.9,6.3,10.0,4.8,3.0,3.0,1,4.857142857142857
7.0,5.0,8.3,5.6,3.0,5.8,1,5.1
8.1,8.8,9.2,10.0,4.0,3.8,0,6.2714285714285705
6.4,6.9,0.0,7.7,4.0,2.0,0,3.857142857142857
7.5,7.5,7.1,5.6,4.0,4.7,0,5.200000000000001
7.0,5.6,9.6,9.5,4.0,5.3,0,5.857142857142857
5.8,7.5,7.9,6.6,4.0,5.2,0,5.2857142857142865
7.8,7.5,9.2,10.0,4.0,8.0,0,6.642857142857143
7.2,2.5,9.2,6.4,4.0,6.0,0,5.042857142857143
8.4,2.5,9.6,10.0,4.0,6.7,0,5.885714285714286
7.3,7.5,9.2,7.8,4.0,5.7,0,5.928571428571429
7.0,8.1,9.2,7.0,4.0,6.8,0,6.014285714285713
7.4,7.5,9.6,7.6,4.0,6.3,0,6.057142857142857
7.8,7.5,9.6,9.8,4.0,7.7,0,6.628571428571429
8.9,8.1,7.5,7.7,4.0,8.7,0,6.4142857142857155
8.2,2.5,9.2,9.5,4.0,7.3,0,5.814285714285714
5.1,7.5,7.5,7.8,4.0,2.3,0,4.885714285714286
6.7,7.5,8.8,5.8,4.0,3.5,0,5.185714285714285
7.5,7.5,8.3,5.4,4.0,0.0,0,4.671428571428572
5.5,8.1,7.9,3.3,5.0,5.2,1,5.142857142857143
4.3,8.1,9.2,3.8,5.0,3.0,1,4.914285714285714
4.7,8.1,10.0,5.7,5.0,3.2,0,5.242857142857143
7.0,7.5,6.7,7.4,5.0,5.5,1,5.728571428571429
5.8,7.5,6.2,4.6,5.0,5.0,0,4.871428571428572
5.4,8.1,9.2,3.8,5.0,3.7,0,5.028571428571429
6.2,8.1,8.8,6.5,5.0,3.9,0,5.5
8.7,2.5,8.8,9.6,5.0,6.8,0,5.914285714285714
5.3,8.1,0.0,2.5,5.0,2.8,0,3.3857142857142857
5.0,6.9,10.0,2.8,5.0,4.3,1,5.0
7.1,7.5,8.8,8.0,5.0,5.8,1,6.171428571428571
6.6,10.0,8.3,8.1,4.0,3.8,0,5.828571428571428
6.7,7.5,7.9,9.2,4.0,8.0,1,6.328571428571428
5.6,7.5,7.5,7.1,4.0,4.7,0,5.200000000000001
6.1,7.5,8.3,6.1,4.0,3.7,1,5.242857142857143
7.2,7.5,8.8,9.5,4.0,7.5,0,6.357142857142857
9.1,7.5,10.0,9.2,4.0,5.8,0,6.514285714285713
6.8,8.8,9.2,9.5,4.0,5.0,0,6.185714285714285
6.8,2.5,8.8,6.2,4.0,2.5,0,4.4
6.7,7.5,7.9,6.2,4.0,7.0,1,5.757142857142857
6.0,7.5,7.5,7.2,4.0,4.3,1,5.357142857142857
6.2,2.5,7.1,6.2,4.0,3.8,0,4.257142857142857
6.7,8.8,9.6,6.7,4.0,5.2,0,5.857142857142857
6.1,8.8,7.5,6.1,4.0,4.2,0,5.242857142857143
6.3,2.5,10.0,8.3,4.0,2.8,1,4.985714285714286
6.4,8.8,8.8,5.6,4.0,4.3,0,5.414285714285714
7.5,8.1,9.2,7.2,5.0,6.0,0,6.142857142857143
5.9,8.1,8.8,7.0,5.0,6.8,0,5.942857142857142
9.6,7.5,10.0,8.8,5.0,9.7,0,7.2285714285714295
5.6,7.5,9.2,7.6,5.0,6.7,0,5.942857142857143
7.1,8.1,8.8,9.4,5.0,9.3,0,6.814285714285715
6.8,7.5,0.0,3.9,5.0,2.0,1,3.742857142857143
5.3,7.5,8.8,7.7,5.0,6.2,1,5.928571428571429
8.2,7.5,9.6,10.0,5.0,6.7,0,6.714285714285714
7.5,8.1,9.2,9.5,5.0,8.3,0,6.799999999999999
8.5,7.5,9.6,9.1,5.0,7.0,1,6.814285714285715
